,Name,Partisan,State,Date,Trump,Clinton,Other,Undecided
0,2016 General Election: Walker vs. Clinton,Nonpartisan,US,2015-07-28,0.0,48.0,41.0,11.0
0,2016 General Election: Bush vs. Clinton,Nonpartisan,US,2015-07-28,0.0,49.0,43.0,8.0
0,2016 General Election: Paul vs. Clinton,Nonpartisan,US,2015-07-28,0.0,48.0,43.0,9.0
0,2016 General Election: Cruz vs. Clinton,Nonpartisan,US,2015-07-28,0.0,49.0,40.0,11.0
0,2016 General Election: Christie vs. Clinton,Nonpartisan,US,2015-07-28,0.0,50.0,40.0,10.0
0,2016 General Election: Santorum vs. Clinton,Nonpartisan,US,2015-07-28,0.0,51.0,39.0,10.0
0,2016 General Election: Kasich vs. Clinton,Nonpartisan,US,2015-07-28,0.0,49.0,39.0,12.0
0,2016 General Election: Huckabee vs. Clinton,Nonpartisan,US,2015-07-28,0.0,50.0,41.0,9.0
0,2016 General Election: Carson vs. Clinton,Nonpartisan,US,2015-07-28,0.0,49.0,39.0,12.0
0,2016 General Election: Fiorina vs. Clinton,Nonpartisan,US,2015-07-28,0.0,53.0,35.0,13.0
0,2016 General Election: Trump vs. Clinton,Nonpartisan,US,2015-07-28,38.0,54.0,0.0,8.0
0,2016 General Election: Bush vs. Clinton,Nonpartisan,US,2013-12-19,0.0,58.0,3.0,1.0
0,2016 General Election: Christie vs. Clinton,Nonpartisan,US,2013-12-19,0.0,46.0,4.0,1.0
0,2016 General Election: Cruz vs. Clinton,Nonpartisan,US,2013-12-19,0.0,57.0,3.0,1.0
0,2016 General Election: Huckabee vs. Clinton,Nonpartisan,US,2013-12-19,0.0,55.0,4.0,1.0
0,2016 General Election: Paul vs. Clinton,Nonpartisan,US,2013-12-19,0.0,54.0,4.0,1.0
0,2016 General Election: Ryan vs. Clinton,Nonpartisan,US,2013-12-19,0.0,52.0,2.0,1.0
0,2016 General Election: Rubio vs. Clinton,Nonpartisan,US,2013-12-19,0.0,56.0,4.0,2.0
0,2016 General Election: Santorum vs. Clinton,Nonpartisan,US,2013-12-19,0.0,57.0,4.0,1.0
0,2016 General Election: Trump vs. Clinton,Nonpartisan,US,2016-06-20,40.0,42.0,0.0,17.0
0,2016 General Election: Trump vs. Clinton vs. Johnson,Nonpartisan,US,2016-06-20,38.0,38.0,14.0,0.0
0,2016 General Election: Trump vs. Sanders,Nonpartisan,US,2016-06-20,38.0,0.0,50.0,13.0
0,2016 General Election: Trump vs. Clinton,Nonpartisan,US,2016-06-09,37.0,42.0,0.0,21.0
0,2016 General Election: Trump vs. Clinton vs. Johnson,Nonpartisan,US,2016-06-09,33.0,39.0,19.0,0.0
0,2016 General Election: Trump vs. Sanders,Nonpartisan,US,2016-06-09,36.0,0.0,50.0,14.0
0,2016 General Election: Trump vs. Clinton,Nonpartisan,US,2016-06-12,42.0,49.0,9.0,0.0
0,2016 General Election: Trump vs. Clinton vs. Johnson,Nonpartisan,US,2016-06-12,38.0,42.0,6.0,0.0
0,2016 General Election: Trump vs. Sanders,Nonpartisan,US,2016-06-12,39.0,0.0,52.0,0.0
0,2016 General Election: Trump vs. Clinton,Nonpartisan,US,2016-06-08,39.0,42.0,6.0,0.0
0,2016 General Election: Trump vs. Clinton vs. Johnson,Nonpartisan,US,2016-06-08,36.0,39.0,7.0,0.0
0,2016 General Election: Trump vs. Sanders,Nonpartisan,US,2016-06-08,38.0,0.0,5.0,4.0
0,2016 General Election: Trump vs. Clinton,Nonpartisan,US,2016-06-05,41.0,44.0,3.0,6.0
0,2016 General Election: Trump vs. Sanders,Nonpartisan,US,2016-06-05,37.0,0.0,3.0,7.0
0,2016 General Election: Trump vs. Clinton,Nonpartisan,US,2016-06-05,44.0,48.0,9.0,0.0
0,2016 General Election: Trump vs. Sanders,Nonpartisan,US,2016-06-05,40.0,0.0,7.0,0.0
0,2016 General Election: Trump vs. Clinton,Nonpartisan,US,2016-06-05,40.0,44.0,0.0,16.0
0,2016 General Election: Trump vs. Sanders,Nonpartisan,US,2016-06-05,38.0,0.0,51.0,11.0
0,2016 General Election: Trump vs. Clinton,Nonpartisan,US,2016-06-05,40.0,45.0,1.0,6.0
0,2016 General Election: Trump vs. Clinton vs. Johnson,Nonpartisan,US,2016-06-05,36.0,37.0,1.0,0.0
0,2016 General Election: Trump vs. Sanders,Nonpartisan,US,2016-06-05,39.0,0.0,49.0,6.0
0,2016 General Election: Trump vs. Clinton,Nonpartisan,US,2016-05-30,39.0,42.0,0.0,18.0
0,2016 General Election: Trump vs. Sanders,Nonpartisan,US,2016-05-30,36.0,0.0,51.0,13.0
0,2016 General Election: Trump vs. Clinton,Nonpartisan,US,2016-05-30,41.0,45.0,6.0,5.0
0,2016 General Election: Trump vs. Clinton vs. Johnson,Nonpartisan,US,2016-05-30,38.0,40.0,7.0,0.0
0,2016 General Election: Trump vs. Sanders,Nonpartisan,US,2016-05-30,39.0,0.0,6.0,5.0
0,2016 General Election: Trump vs. Clinton,Nonpartisan,US,2016-08-30,46.0,49.0,5.0,0.0
0,2016 General Election: Trump vs. Clinton,Nonpartisan,US,2016-08-29,41.0,48.0,2.0,9.0
0,2016 General Election: Trump vs. Clinton vs. Johnson,Nonpartisan,US,2016-08-29,35.0,42.0,1.0,10.0
0,2016 General Election: Trump vs. Clinton vs. Johnson,Nonpartisan,US,2016-08-30,39.0,41.0,5.0,0.0
0,2016 General Election: Trump vs. Clinton,Nonpartisan,US,2016-08-30,42.0,48.0,4.0,0.0
0,2016 General Election: Trump vs. Clinton,Nonpartisan,US,2016-08-29,39.0,40.0,7.0,0.0
0,2016 General Election: Trump vs. Clinton vs. Johnson,Nonpartisan,US,2016-08-29,38.0,40.0,7.0,0.0
0,2016 General Election: Trump vs. Clinton vs. Johnson,Pollster,US,2016-08-28,37.0,42.0,1.0,10.0
0,2016 General Election: Trump vs. Clinton,Pollster,US,2016-08-28,43.0,48.0,9.0,0.0
0,2016 General Election: Trump vs. Clinton,Nonpartisan,US,2016-08-28,42.0,48.0,10.0,0.0
0,2016 General Election: Trump vs. Clinton vs. Johnson,Nonpartisan,US,2016-08-28,37.0,41.0,6.0,0.0
0,2016 General Election: Trump vs. Clinton vs. Johnson,Nonpartisan,US,2016-08-28,39.0,46.0,0.0,0.0
0,2016 General Election: Trump vs. Clinton,Nonpartisan,US,2016-08-28,42.0,49.0,0.0,0.0
0,2016 General Election: Trump vs. Clinton,Nonpartisan,US,2016-08-26,40.0,43.0,17.0,0.0
0,2016 General Election: Trump vs. Clinton vs. Johnson,Nonpartisan,US,2016-08-26,37.0,39.0,12.0,0.0
0,2016 General Election: Trump vs. Clinton,Nonpartisan,US,2016-08-24,41.0,51.0,4.0,0.0
0,2016 General Election: Trump vs. Clinton vs. Johnson,Nonpartisan,US,2016-08-24,38.0,45.0,3.0,0.0
0,2016 General Election: Trump vs. Clinton,Nonpartisan,US,2016-08-23,48.0,48.0,4.0,0.0
